Phase and Amplitude Scintillation Indices

Satellite System: 0 = GPS, 1 = GLONASS, 2 = SBAS, 5 = GALILEO, 6 = COMPASS, 7 = QZSS, 8 = LBAND

Frequency: GLONASS frequency channel (-7 to +6) 

Signal Type for each Satellite System

GPS     : 1 = L1CA,     4 = L2Y,  5 = L2C, 6 = L2P,    7 = L5Q
GLONASS : 1 = L1CA,     3 = L2CA, 4 = L2P
SBAS    : 1 = L1CA,     2 = L5I
GALILEO : 1 = E1,       2 = E5A,  3 = E5B, 4 = ALTBOC, 5 = E6
COMPASS : 1 = E2
QZSS    : 1 = L1CA,     3 = L2C,  4 = L5Q
LBAND   : 1 = OMNISTAR, 2 = CDGPS

GPS Week: 2117,  Satellite System: 0

GPS TOW , PRN, Freq, SigType, Az , Elv , CNo , Lock Time, CMC Avg, CMC Std , S4 , S4 Cor, 1SecSigma, 3SecSigma, 10SecSigma, 30SecSigma, 60SecSigma 
126480.00,1,0,7, 119.34,52.54,54.66,4605.450195,-104.317,0.017,0.029933,0.018492,0.036688,0.058432,0.070147,0.070808,0.070920 
126540.00,1,0,1, 118.60,52.81,50.59,4667.689941,-2.876,0.060,0.056371,0.029562,0.049778,0.074502,0.108762,0.109192,0.109234 
126540.00,1,0,7, 118.60,52.81,54.88,4665.450195,-104.271,0.009,0.035657,0.018035,0.037730,0.057870,0.083586,0.083922,0.083961 
126600.00,1,0,1, 117.85,53.08,50.20,4727.689941,-2.862,0.074,0.078422,0.030910,0.052864,0.085394,0.102343,0.102599,0.102585 
126600.00,1,0,7, 117.85,53.08,54.53,4725.450195,-104.306,0.008,0.027509,0.018762,0.039576,0.065053,0.077533,0.077775,0.077766 
126660.00,1,0,1, 117.09,53.35,51.00,4787.689941,-2.834,0.071,0.070518,0.028188,0.056668,0.092937,0.132889,0.133835,0.133946 
126660.00,1,0,7, 117.09,53.35,54.16,4785.450195,-104.294,0.007,0.034553,0.019581,0.043416,0.070613,0.098332,0.098992,0.099058 
126720.00,1,0,1, 116.32,53.61,50.86,4847.689941,-2.494,0.070,0.054444,0.028633,0.051694,0.087705,0.118919,0.120100,0.120080 
126720.00,1,0,7, 116.32,53.61,54.06,4845.450195,-104.342,0.019,0.029696,0.019813,0.039776,0.067101,0.090294,0.091155,0.091139 
126780.00,1,0,1, 115.53,53.86,50.54,4907.689941,-2.527,0.077,0.052086,0.029731,0.051265,0.084377,0.106961,0.107256,0.107343 
126780.00,1,0,7, 115.53,53.86,54.39,4905.450195,-104.365,0.002,0.030270,0.019067,0.039397,0.061949,0.079352,0.079551,0.079616 
126840.00,1,0,1, 114.74,54.11,50.52,4967.689941,-2.650,0.040,0.059916,0.029792,0.049914,0.081199,0.103330,0.104303,0.104297 
126840.00,1,0,7, 114.74,54.11,54.82,4965.450195,-104.350,0.016,0.029711,0.018164,0.038670,0.062865,0.078892,0.079610,0.079604 
126900.00,1,0,1, 113.93,54.35,50.68,5027.689941,-2.529,0.049,0.045055,0.029258,0.049677,0.070532,0.104219,0.105026,0.105089 
126900.00,1,0,7, 113.93,54.35,54.52,5025.450195,-104.328,0.005,0.028136,0.018788,0.038540,0.053859,0.079239,0.079846,0.079889 
126960.00,1,0,1, 113.10,54.58,50.67,5087.689941,-2.772,0.069,0.051201,0.029290,0.049955,0.071024,0.092779,0.093668,0.093731 
126960.00,1,0,7, 113.10,54.58,54.40,5085.450195,-104.342,0.003,0.027392,0.019059,0.038572,0.054570,0.070555,0.071150,0.071185 
127020.00,1,0,1, 112.29,54.80,51.23,5147.689941,-2.695,0.067,0.048081,0.027436,0.049281,0.064184,0.089749,0.090984,0.090988 
127020.00,1,0,7, 112.29,54.80,54.20,5145.450195,-104.342,0.013,0.047324,0.019494,0.038475,0.049110,0.067605,0.068470,0.068469 
127080.00,1,0,1, 111.45,55.02,50.61,5207.689941,-2.692,0.100,0.046425,0.029472,0.051267,0.075233,0.095302,0.095270,0.095333 
127080.00,1,0,7, 111.45,55.02,54.38,5205.450195,-104.365,0.018,0.047702,0.019096,0.039273,0.056664,0.072123,0.072105,0.072169 
127140.00,1,0,1, 110.60,55.23,50.98,5267.689941,-2.883,0.043,0.057228,0.028251,0.054946,0.110440,0.126945,0.129274,0.129263 
127140.00,1,0,7, 110.60,55.23,54.58,5265.450195,-104.290,0.013,0.026822,0.018674,0.040869,0.083508,0.096300,0.098073,0.098067 
127200.00,1,0,1, 109.74,55.43,50.83,5327.689941,-2.594,0.085,0.114141,0.028758,0.052510,0.083862,0.110057,0.110557,0.110658 
127200.00,1,0,7, 109.74,55.43,54.79,5325.450195,-104.327,0.020,0.028348,0.018223,0.039166,0.061799,0.082062,0.082452,0.082532 
127260.00,1,0,1, 108.86,55.63,50.40,5387.689941,-2.922,0.135,0.086706,0.030187,0.053543,0.074722,0.109777,0.110164,0.110146 
127260.00,1,0,7, 108.86,55.63,54.84,5385.450195,-104.328,0.014,0.025683,0.018115,0.039703,0.056984,0.083489,0.083721,0.083707 
127320.00,1,0,1, 108.00,55.81,50.82,5447.689941,-2.749,0.128,0.052183,0.028789,0.058460,0.111489,0.154186,0.154818,0.155033 
127320.00,1,0,7, 108.00,55.81,54.96,5445.450195,-104.300,0.003,0.041669,0.017863,0.044138,0.082689,0.114511,0.115024,0.115163 
127380.00,1,0,1, 107.11,55.99,50.05,5507.689941,-2.795,0.114,0.051764,0.031436,0.051109,0.072594,0.104805,0.105059,0.105158 
127380.00,1,0,7, 107.11,55.99,55.24,5505.450195,-104.282,0.006,0.027371,0.017309,0.036461,0.052573,0.076413,0.076613,0.076671 
127440.00,1,0,1, 106.21,56.16,50.25,5567.689941,-2.837,0.046,0.048737,0.030712,0.051192,0.081273,0.111258,0.111465,0.111511 
127440.00,1,0,7, 106.21,56.16,55.05,5565.450195,-104.316,0.018,0.029836,0.017688,0.038120,0.060439,0.083625,0.083791,0.083840 
127500.00,1,0,1, 105.31,56.32,50.26,5627.689941,-2.714,0.089,0.043401,0.030678,0.049563,0.074779,0.091632,0.091854,0.091854 
127500.00,1,0,7, 105.31,56.32,55.23,5625.450195,-104.288,0.022,0.029872,0.017310,0.036832,0.056227,0.068998,0.069183,0.069184 
127560.00,1,0,1, 104.38,56.48,50.46,5687.689941,-2.691,0.062,0.065145,0.030011,0.049565,0.068382,0.085868,0.086559,0.086773 
127560.00,1,0,7, 104.38,56.48,54.53,5685.450195,-104.311,0.024,0.040659,0.018780,0.036791,0.051178,0.063375,0.063884,0.064049 
127620.00,1,0,1, 103.47,56.62,50.51,5747.689941,-2.620,0.055,0.092093,0.029819,0.048840,0.070059,0.093583,0.093959,0.093953 
127620.00,1,0,7, 103.47,56.62,54.90,5745.450195,-104.308,0.016,0.026839,0.017995,0.037287,0.052751,0.069831,0.070111,0.070114 
127680.00,1,0,1, 102.54,56.75,50.30,5807.689941,-3.107,0.166,0.112362,0.030563,0.050485,0.071801,0.096375,0.097422,0.097432 
127680.00,1,0,7, 102.54,56.75,54.83,5805.450195,-104.299,0.004,0.025367,0.018128,0.038077,0.054057,0.072166,0.073005,0.073005 
127740.00,1,0,1, 101.61,56.88,50.36,5867.689941,-3.014,0.090,0.087073,0.030359,0.052555,0.071541,0.090033,0.092011,0.092160 
127740.00,1,0,7, 101.61,56.88,54.44,5865.450195,-104.303,0.013,0.047610,0.018960,0.040684,0.054585,0.068090,0.069492,0.069589 
127800.00,1,0,1, 100.66,56.99,50.53,5927.689941,-3.040,0.095,0.085903,0.029762,0.049912,0.069784,0.087986,0.088220,0.088271 
127800.00,1,0,7, 100.66,56.99,54.31,5925.450195,-104.321,0.015,0.035235,0.019250,0.036564,0.051038,0.064656,0.064837,0.064892 
127860.00,1,0,1,  99.71,57.10,50.36,5987.689941,-2.809,0.076,0.086706,0.030340,0.049864,0.075844,0.082883,0.083333,0.083363 
127860.00,1,0,7,  99.71,57.10,54.14,5985.450195,-104.315,0.018,0.055481,0.019644,0.040140,0.059716,0.064428,0.064818,0.064859 
127920.00,1,0,1,  98.76,57.20,50.23,6047.689941,-2.895,0.130,0.058731,0.030789,0.051861,0.065744,0.094853,0.095705,0.095929 
127920.00,1,0,7,  98.76,57.20,54.03,6045.450195,-104.324,0.014,0.029213,0.019890,0.039720,0.049296,0.070533,0.071071,0.071221 
127980.00,1,0,1,  97.80,57.28,50.15,6107.689941,-2.783,0.100,0.037455,0.031071,0.048350,0.066862,0.087277,0.088047,0.088059 
127980.00,1,0,7,  97.80,57.28,53.76,6105.450195,-104.315,0.012,0.035614,0.020509,0.038873,0.052147,0.066903,0.067471,0.067476 
128040.00,1,0,1,  96.83,57.36,50.48,6167.689941,-2.615,0.187,0.053932,0.029909,0.048012,0.066983,0.080290,0.080715,0.080892 
128040.00,1,0,7,  96.83,57.36,54.31,6165.450195,-104.347,0.004,0.046560,0.019247,0.038470,0.053301,0.063335,0.063618,0.063753 
128100.00,1,0,1,  95.87,57.43,50.28,6227.689941,-2.807,0.187,0.159077,0.030624,0.051133,0.076449,0.104534,0.105378,0.105361 
128100.00,1,0,7,  95.87,57.43,54.37,6225.450195,-104.335,0.014,0.036120,0.019122,0.038345,0.057940,0.079428,0.080006,0.079993 
128160.00,1,0,1,  94.88,57.49,51.61,6287.689941,-2.461,0.246,0.046091,0.026282,0.047383,0.076393,0.104179,0.104635,0.104650 
128160.00,1,0,7,  94.88,57.49,55.11,6285.450195,-104.286,0.010,0.037684,0.017560,0.037786,0.059532,0.080140,0.080522,0.080530 
128220.00,1,0,1,  93.92,57.54,51.20,6347.689941,-2.212,0.042,0.041156,0.027536,0.050029,0.082741,0.102841,0.103075,0.103068 
128220.00,1,0,7,  93.92,57.54,55.54,6345.450195,-104.247,0.010,0.028546,0.016715,0.037489,0.062910,0.078178,0.078347,0.078341 
128280.00,1,0,1,  92.95,57.57,50.71,6407.689941,-2.700,0.221,0.081231,0.029128,0.048645,0.070135,0.082610,0.083106,0.083111 
128280.00,1,0,7,  92.95,57.57,55.25,6405.450195,-104.258,0.008,0.027153,0.017286,0.036578,0.052451,0.062643,0.063027,0.063029 
128340.00,1,0,1,  91.97,57.60,51.48,6467.689941,-2.561,0.205,0.074467,0.026686,0.048169,0.069532,0.098510,0.098548,0.098534 
128340.00,1,0,7,  91.97,57.60,55.27,6465.450195,-104.239,0.011,0.033548,0.017243,0.036793,0.052432,0.073035,0.073091,0.073080 
128400.00,1,0,1,  90.99,57.62,51.01,6527.689941,-2.519,0.106,0.064432,0.028141,0.048994,0.069758,0.087217,0.087879,0.088222 
128400.00,1,0,7,  90.99,57.62,54.49,6525.450195,-104.243,0.011,0.067117,0.018849,0.038101,0.053421,0.066395,0.066867,0.067104 
128460.00,1,0,1,  90.00,57.63,51.10,6587.689941,-2.572,0.048,0.068017,0.027861,0.049432,0.070614,0.097709,0.098467,0.098452 
128460.00,1,0,7,  90.00,57.63,53.79,6585.450195,-104.284,0.011,0.046816,0.020440,0.038694,0.053862,0.074384,0.075037,0.075027 
128520.00,1,0,1,  89.04,57.62,51.27,6647.689941,-2.739,0.100,0.057886,0.027339,0.049421,0.075125,0.098732,0.099100,0.099270 
128520.00,1,0,7,  89.04,57.62,53.25,6645.450195,-104.330,0.018,0.051734,0.021747,0.040214,0.058147,0.074056,0.074346,0.074456 
128580.00,1,0,1,  88.06,57.61,51.24,6707.689941,-2.464,0.048,0.042050,0.027410,0.050163,0.085718,0.112472,0.112854,0.112835 
128580.00,1,0,7,  88.06,57.61,53.10,6705.450195,-104.388,0.009,0.074633,0.022141,0.042849,0.066549,0.086852,0.087118,0.087104 
128640.00,1,0,1,  87.09,57.59,51.38,6767.689941,-2.514,0.049,0.036154,0.026982,0.046646,0.070699,0.084957,0.085550,0.085539 
128640.00,1,0,7,  87.09,57.59,54.09,6765.450195,-104.313,0.029,0.041535,0.019755,0.037210,0.054794,0.064983,0.065506,0.065497 
128700.00,1,0,1,  86.12,57.56,51.78,6827.689941,-2.285,0.078,0.056255,0.025766,0.047985,0.075621,0.091712,0.092117,0.092111 
128700.00,1,0,7,  86.12,57.56,54.15,6825.450195,-104.285,0.003,0.048887,0.019611,0.039359,0.058849,0.070823,0.071081,0.071083 
128760.00,1,0,1,  85.14,57.51,50.69,6887.689941,-2.593,0.232,0.064821,0.029195,0.048972,0.069014,0.100432,0.100801,0.101039 
128760.00,1,0,7,  85.14,57.51,55.03,6885.450195,-104.266,0.011,0.038289,0.017730,0.037563,0.052024,0.075947,0.076215,0.076383 
128820.00,1,0,1,  84.19,57.46,51.38,6947.689941,-2.816,0.098,0.052010,0.026995,0.050750,0.085808,0.106138,0.107172,0.107170 
128820.00,1,0,7,  84.19,57.46,54.87,6945.450195,-104.246,0.003,0.029868,0.018052,0.038781,0.064309,0.079362,0.080049,0.080048 
128880.00,1,0,1,  83.23,57.40,51.23,7007.689941,-2.688,0.046,0.041388,0.027442,0.046691,0.061513,0.075018,0.075177,0.075198 
128880.00,1,0,7,  83.23,57.40,55.12,7005.450195,-104.261,0.005,0.048336,0.017542,0.036072,0.046540,0.057479,0.057554,0.057556 
128940.00,1,0,1,  82.28,57.32,51.32,7067.689941,-2.589,0.095,0.058799,0.027155,0.048307,0.065587,0.074146,0.074517,0.074512 
128940.00,1,0,7,  82.28,57.32,55.56,7065.450195,-104.212,0.017,0.026456,0.016680,0.036852,0.049990,0.057319,0.057620,0.057617 
129000.00,1,0,1,  81.33,57.24,51.18,7127.689941,-2.744,0.093,0.095925,0.027611,0.049849,0.084193,0.108684,0.111091,0.111229 
129000.00,1,0,7,  81.33,57.24,55.36,7125.450195,-104.186,0.003,0.064006,0.017068,0.038417,0.063550,0.081932,0.083656,0.083751 
129060.00,1,0,1,  80.39,57.15,51.34,7187.689941,-2.313,0.140,0.091796,0.027119,0.051344,0.079140,0.100344,0.100610,0.100694 
129060.00,1,0,7,  80.39,57.15,54.10,7185.450195,-104.267,0.050,0.093920,0.019717,0.040332,0.059901,0.075360,0.075566,0.075629 
129120.00,1,0,1,  79.46,57.05,50.48,7247.689941,-2.677,0.153,0.046115,0.029917,0.051365,0.075942,0.107430,0.107737,0.108107 
129120.00,1,0,7,  79.46,57.05,53.96,7245.450195,-104.387,0.016,0.070056,0.020036,0.039430,0.056807,0.081057,0.081286,0.081559 
129180.00,1,0,1,  78.54,56.93,50.91,7307.689941,-2.780,0.031,0.063368,0.028475,0.049374,0.064070,0.088328,0.088847,0.088946 
129180.00,1,0,7,  78.54,56.93,54.24,7305.450195,-104.304,0.017,0.054003,0.019408,0.037114,0.048856,0.065558,0.065909,0.065986 
129240.00,1,0,1,  77.62,56.81,50.61,7367.689941,-2.819,0.053,0.062500,0.029498,0.052483,0.070870,0.090284,0.090917,0.090944 
129240.00,1,0,7,  77.62,56.81,53.91,7365.450195,-104.346,0.015,0.078209,0.020160,0.038472,0.053062,0.067444,0.067874,0.067901 
129300.00,1,0,1,  76.71,56.68,50.33,7427.689941,-2.749,0.089,0.071998,0.030438,0.052250,0.078645,0.112822,0.113705,0.113744 
129300.00,1,0,7,  76.71,56.68,55.30,7425.450195,-104.271,0.042,0.046988,0.017184,0.036782,0.057599,0.084087,0.084751,0.084782 
129360.00,1,0,1,  75.80,56.54,50.67,7487.689941,-2.694,0.151,0.059164,0.029262,0.050965,0.069591,0.097737,0.098101,0.098196 
129360.00,1,0,7,  75.80,56.54,54.86,7485.450195,-104.216,0.017,0.062651,0.018078,0.037701,0.052634,0.074622,0.074863,0.074927 
129420.00,1,0,1,  74.93,56.39,50.02,7547.689941,-2.711,0.192,0.072559,0.031561,0.052713,0.072035,0.099325,0.099398,0.099536 
129420.00,1,0,7,  74.93,56.39,55.07,7545.450195,-104.232,0.023,0.096751,0.017647,0.036727,0.052393,0.073341,0.073381,0.073482 
129480.00,1,0,1,  74.05,56.24,50.19,7607.689941,-2.840,0.058,0.063922,0.030929,0.052329,0.066620,0.087044,0.087316,0.087341 
129480.00,1,0,7,  74.05,56.24,55.47,7605.450195,-104.168,0.010,0.066196,0.016838,0.036767,0.048022,0.063748,0.063983,0.064007 
129540.00,1,0,1,  73.18,56.07,50.54,7667.689941,-2.862,0.070,0.081711,0.029704,0.049274,0.070317,0.086230,0.086284,0.086405 
129540.00,1,0,7,  73.18,56.07,55.09,7665.450195,-104.225,0.012,0.041836,0.017596,0.036633,0.052725,0.064981,0.065011,0.065110 
129600.00,1,0,1,  72.32,55.89,50.15,7727.689941,-2.690,0.115,0.063715,0.031085,0.049682,0.068936,0.080701,0.081499,0.081524 
129600.00,1,0,7,  72.32,55.89,55.18,7725.450195,-104.198,0.010,0.041175,0.017420,0.035310,0.050370,0.058657,0.059294,0.059313 
129660.00,1,0,1,  71.46,55.71,51.20,7787.689941,-2.586,0.290,0.112928,0.027544,0.047852,0.072305,0.103293,0.103522,0.103544 
129660.00,1,0,7,  71.46,55.71,54.95,7785.450195,-104.249,0.024,0.032646,0.017877,0.037289,0.055198,0.078015,0.078182,0.078205 
129720.00,1,0,1,  70.64,55.52,50.83,7847.689941,-2.232,0.226,0.110237,0.028736,0.049444,0.072380,0.082484,0.082888,0.082900 
129720.00,1,0,7,  70.64,55.52,55.34,7845.450195,-104.243,0.021,0.033317,0.017105,0.035784,0.052217,0.059702,0.060021,0.060023 
129780.00,1,0,1,  69.82,55.32,51.06,7907.689941,-2.420,0.156,0.056271,0.027995,0.047718,0.071404,0.094181,0.094808,0.095059 
129780.00,1,0,7,  69.82,55.32,55.50,7905.450195,-104.209,0.005,0.031265,0.016795,0.036635,0.054637,0.072171,0.072600,0.072799 
129840.00,1,0,1,  69.01,55.11,51.13,7967.689941,-2.265,0.029,0.042255,0.027759,0.050261,0.077456,0.095400,0.096057,0.096042 
129840.00,1,0,7,  69.01,55.11,55.20,7965.450195,-104.212,0.007,0.027183,0.017381,0.037789,0.058306,0.071189,0.071614,0.071602 
129900.00,1,0,1,  68.22,54.89,50.62,8027.689941,-2.213,0.037,0.051491,0.029431,0.047533,0.067806,0.074015,0.074882,0.074874 
129900.00,1,0,7,  68.22,54.89,54.58,8025.450195,-104.220,0.021,0.085353,0.018669,0.035668,0.051080,0.054922,0.055548,0.055541 
129960.00,1,0,1,  67.42,54.67,50.34,8087.689941,-2.374,0.028,0.052722,0.030406,0.049400,0.070521,0.086899,0.086934,0.086933 
129960.00,1,0,7,  67.42,54.67,54.40,8085.450195,-104.283,0.012,0.083555,0.019050,0.037236,0.052647,0.064778,0.064804,0.064801 
130020.00,1,0,1,  66.66,54.44,50.00,8147.689941,-2.603,0.199,0.054864,0.031609,0.051920,0.071511,0.089371,0.089903,0.089896 
130020.00,1,0,7,  66.66,54.44,54.86,8145.450195,-104.216,0.015,0.049821,0.018066,0.038298,0.053458,0.067157,0.067609,0.067603 
130080.00,1,0,1,  65.90,54.20,50.21,8207.690430,-2.923,0.065,0.043346,0.030868,0.050272,0.075289,0.104426,0.104553,0.104583 
130080.00,1,0,7,  65.90,54.20,54.00,8205.450195,-104.276,0.028,0.034552,0.019957,0.038200,0.058878,0.078989,0.079083,0.079129 
130140.00,1,0,1,  65.15,53.96,50.31,8267.690430,-2.761,0.021,0.057866,0.030527,0.050889,0.065455,0.092218,0.092937,0.092932 
130140.00,1,0,7,  65.15,53.96,54.83,8265.450195,-104.255,0.034,0.053737,0.018125,0.036498,0.047413,0.067671,0.068213,0.068207 
130200.00,1,0,1,  64.42,53.70,50.45,8327.690430,-2.410,0.148,0.048448,0.030036,0.047779,0.067737,0.089310,0.090067,0.090432 
130200.00,1,0,7,  64.42,53.70,54.76,8325.450195,-104.199,0.016,0.072747,0.018277,0.036189,0.050706,0.067288,0.067827,0.068074 
130260.00,1,0,1,  63.70,53.44,50.50,8387.690430,-2.265,0.038,0.066602,0.029871,0.049042,0.069122,0.103058,0.103187,0.103170 
130260.00,1,0,7,  63.70,53.44,54.79,8385.450195,-104.250,0.012,0.086716,0.018220,0.037916,0.052893,0.077113,0.077195,0.077182 
130320.00,1,0,1,  62.99,53.18,50.46,8447.690430,-2.167,0.021,0.050357,0.029988,0.050271,0.076414,0.101537,0.102208,0.102192 
130320.00,1,0,7,  62.99,53.18,55.25,8445.450195,-104.175,0.018,0.028061,0.017271,0.038372,0.058035,0.077036,0.077679,0.077667 
130380.00,1,0,1,  62.30,52.91,51.28,8507.690430,-2.062,0.123,0.040449,0.027290,0.048183,0.077376,0.085890,0.086482,0.086491 
130380.00,1,0,7,  62.30,52.91,55.63,8505.450195,-104.150,0.014,0.034922,0.016544,0.036135,0.058038,0.064544,0.065061,0.065069 
130440.00,1,0,1,  61.62,52.63,51.14,8567.690430,-1.693,0.034,0.038250,0.027745,0.048802,0.072499,0.098235,0.099146,0.099147 
130440.00,1,0,7,  61.62,52.63,55.67,8565.450195,-104.101,0.007,0.054921,0.016471,0.036836,0.053175,0.072228,0.072871,0.072877 
130500.00,1,0,1,  60.95,52.34,51.33,8627.690430,-1.514,0.099,0.080256,0.027125,0.046076,0.061644,0.088893,0.089833,0.089876 
130500.00,1,0,7,  60.95,52.34,54.61,8625.450195,-104.144,0.024,0.046247,0.018600,0.036385,0.047534,0.067789,0.068435,0.068473 
130560.00,1,0,1,  60.29,52.05,50.29,8687.690430,-1.797,0.220,0.049040,0.030582,0.046795,0.067747,0.079303,0.079930,0.079918 
130560.00,1,0,7,  60.29,52.05,54.64,8685.450195,-104.195,0.004,0.030983,0.018526,0.035344,0.050013,0.059304,0.059719,0.059710 
130620.00,1,0,1,  59.62,51.74,49.85,8747.690430,-2.348,0.066,0.036309,0.032176,0.047947,0.066869,0.085432,0.085619,0.085647 
130620.00,1,0,7,  59.62,51.74,54.03,8745.450195,-104.194,0.014,0.086255,0.019875,0.037452,0.051178,0.064680,0.064849,0.064869 
130680.00,1,0,1,  59.03,51.46,49.18,8807.690430,-2.640,0.136,0.071976,0.034749,0.050543,0.070471,0.095215,0.096459,0.096472 
130680.00,1,0,7,  59.03,51.46,53.53,8805.450195,-104.269,0.015,0.032434,0.021075,0.038228,0.053518,0.072309,0.073197,0.073213 
130740.00,1,0,1,  58.42,51.15,49.51,8867.690430,-2.732,0.067,0.054501,0.033455,0.052018,0.069036,0.095150,0.095414,0.095500 
130740.00,1,0,7,  58.42,51.15,53.66,8865.450195,-104.254,0.009,0.030162,0.020754,0.039073,0.051234,0.070889,0.071075,0.071135 
130800.00,1,0,1,  57.82,50.84,49.78,8927.690430,-2.413,0.182,0.070867,0.032456,0.049454,0.061590,0.080045,0.081348,0.081338 
130800.00,1,0,7,  57.82,50.84,53.96,8925.450195,-104.222,0.024,0.076362,0.020049,0.036056,0.044985,0.059364,0.060372,0.060365 
130860.00,1,0,1,  57.22,50.52,50.55,8987.690430,-1.835,0.137,0.038933,0.029673,0.048742,0.068480,0.101671,0.102062,0.102179 
130860.00,1,0,7,  57.22,50.52,54.43,8985.450195,-104.134,0.014,0.029498,0.018987,0.037520,0.052547,0.077473,0.077840,0.077938 
130920.00,1,0,1,  56.65,50.20,50.60,9047.690430,-1.514,0.040,0.036578,0.029526,0.046799,0.064402,0.093449,0.094111,0.094327 
130920.00,1,0,7,  56.65,50.20,53.95,9045.450195,-104.159,0.018,0.054037,0.020063,0.036812,0.050776,0.072454,0.072950,0.073125 
130980.00,1,0,1,  56.09,49.88,50.01,9107.690430,-1.567,0.081,0.054104,0.031606,0.053449,0.084920,0.124007,0.125354,0.125378 
130980.00,1,0,7,  56.09,49.88,53.73,9105.450195,-104.200,0.005,0.037637,0.020576,0.040511,0.064586,0.093811,0.094945,0.094966 
131040.00,1,0,1,  55.54,49.54,50.43,9167.690430,-1.547,0.127,0.044925,0.030093,0.047292,0.070238,0.086495,0.087259,0.087316 
131040.00,1,0,7,  55.54,49.54,53.83,9165.450195,-104.184,0.003,0.028062,0.020345,0.037118,0.054338,0.065884,0.066470,0.066507 
131100.00,1,0,1,  55.00,49.21,49.93,9227.690430,-1.547,0.144,0.078016,0.031900,0.047527,0.062638,0.077491,0.077569,0.077718 
131100.00,1,0,7,  55.00,49.21,53.92,9225.450195,-104.203,0.005,0.042618,0.020145,0.035317,0.046161,0.057774,0.057848,0.057979 
131160.00,1,0,1,  54.47,48.87,50.41,9287.690430,-1.625,0.094,0.046497,0.030173,0.046211,0.059557,0.069361,0.069557,0.069550 
131160.00,1,0,7,  54.47,48.87,54.47,9285.450195,-104.167,0.018,0.029789,0.018902,0.034835,0.044946,0.052058,0.052239,0.052233 
131220.00,1,0,1,  53.97,48.53,49.79,9347.690430,-1.570,0.101,0.073307,0.032407,0.049458,0.069850,0.075722,0.076713,0.076704 
131220.00,1,0,7,  53.97,48.53,54.14,9345.450195,-104.155,0.013,0.051268,0.019640,0.035657,0.050803,0.055182,0.055978,0.055977 
131280.00,1,0,1,  53.46,48.18,49.66,9407.690430,-1.910,0.044,0.056774,0.032900,0.048822,0.067796,0.079166,0.079367,0.079371 
131280.00,1,0,7,  53.46,48.18,54.11,9405.450195,-104.166,0.016,0.072585,0.019698,0.033998,0.049095,0.057395,0.057560,0.057561 
131340.00,1,0,1,  52.98,47.83,49.53,9467.690430,-1.838,0.040,0.089683,0.033372,0.056906,0.098765,0.116144,0.116604,0.116595 
131340.00,1,0,7,  52.98,47.83,54.64,9465.450195,-104.096,0.015,0.030517,0.018529,0.039369,0.072558,0.085845,0.086238,0.086236 
131400.00,1,0,1,  52.50,47.48,48.70,9527.690430,-2.029,0.038,0.059759,0.036743,0.054283,0.076760,0.091278,0.091751,0.091771 
131400.00,1,0,7,  52.50,47.48,54.27,9525.450195,-104.105,0.013,0.035483,0.019341,0.035525,0.054338,0.065880,0.066325,0.066347 
131460.00,1,0,1,  52.04,47.12,48.75,9587.690430,-2.146,0.060,0.072017,0.036536,0.054020,0.071963,0.082998,0.083132,0.083221 
131460.00,1,0,7,  52.04,47.12,54.11,9585.450195,-104.113,0.004,0.040746,0.019700,0.036051,0.050379,0.059908,0.059999,0.060069 
131520.00,1,0,1,  51.58,46.76,49.94,9647.690430,-1.745,0.238,0.071593,0.031831,0.053135,0.071397,0.084492,0.085052,0.085082 
131520.00,1,0,7,  51.58,46.76,53.37,9645.450195,-104.136,0.017,0.059534,0.021464,0.038989,0.053241,0.062748,0.063193,0.063212 
131580.00,1,0,1,  51.14,46.39,48.94,9707.690430,-1.426,0.087,0.096236,0.035733,0.050713,0.071073,0.084142,0.084389,0.084400 
131580.00,1,0,7,  51.14,46.39,53.30,9705.450195,-104.164,0.003,0.035918,0.021627,0.036742,0.051783,0.061157,0.061363,0.061368 
131640.00,1,0,1,  50.71,46.03,49.59,9767.690430,-1.506,0.110,0.069617,0.033165,0.050089,0.076959,0.103689,0.104165,0.104174 
131640.00,1,0,7,  50.71,46.03,53.68,9765.450195,-104.154,0.002,0.029546,0.020714,0.036683,0.056823,0.076011,0.076396,0.076408 
131700.00,1,0,1,  50.29,45.66,48.66,9827.690430,-1.419,0.122,0.049337,0.036895,0.052695,0.085003,0.112352,0.112926,0.112929 
131700.00,1,0,7,  50.29,45.66,53.04,9825.450195,-104.142,0.002,0.029884,0.022289,0.038097,0.063678,0.084818,0.085308,0.085312 
131760.00,1,0,1,  49.87,45.28,49.14,9887.690430,-1.741,0.031,0.087136,0.034917,0.050079,0.068817,0.085156,0.085701,0.085872 
131760.00,1,0,7,  49.87,45.28,52.92,9885.450195,-104.142,0.001,0.064190,0.022608,0.037774,0.052861,0.066023,0.066407,0.066520 
131820.00,1,0,1,  49.48,44.91,48.94,9947.690430,-1.591,0.039,0.088718,0.035732,0.051473,0.068703,0.088155,0.088973,0.089323 
131820.00,1,0,7,  49.48,44.91,52.18,9945.450195,-104.167,0.013,0.041845,0.024611,0.039385,0.052275,0.066757,0.067287,0.067556 
131880.00,1,0,1,  49.09,44.53,49.13,10007.690430,-1.683,0.031,0.081483,0.034978,0.051205,0.069717,0.088907,0.089408,0.089574 
